[18:28:30.4974] cted! Chip ID: 0xA0 
[18:28:30.4996] BNO055 initialized successfully! 
[18:28:30.5010] roll,pitch,yaw,qw,qx,qy,qz,accx,accy,accz,gyrox,gyroy,gyroz,svm,state,z_v,lever_offx,lever_offy 
-5.50,-55.12,285.31,0.7043,0.3338,0.3228,0.5370,-0.74,8.33,5.50,1.44,-0.50,1.38,10.01,1,1.00,0.1626,-0.0247
-5.56,-55.06,285.25,0.7042,0.3328,0.3234,0.5374,-1.08,7.94,5.58,-1.38,2.06,-0.75,9.76,1,1.00,0.1626,-0.0242
-5.56,-55.12,285.25,0.7040,0.3329,0.3237,0.5374,-0.94,8.26,5.53,0.25,1.62,-1.69,9.98,1,1.00,0.1627,-0.0242
-5.81,-55.12,285.38,0.7046,0.3319,0.3251,0.5364,-0.87,8.33,5.69,1.00,2.06,-4.94,10.13,1,1.00,0.1628,-0.0238
-5.94,-55.19,285.44,0.7045,0.3314,0.3261,0.5361,-1.43,8.59,5.59,4.00,2.75,-3.94,10.35,1,1.00,0.1630,-0.0235
-6.00,-55.19,285.38,0.7042,0.3311,0.3266,0.5364,-1.15,8.13,5.59,0.50,2.38,-2.25,9.93,1,1.00,0.1630,-0.0232
-6.06,-55.19,285.38,0.7041,0.3310,0.3271,0.5363,-1.25,8.28,5.59,-0.12,0.44,0.06,10.07,1,1.00,0.1631,-0.0230
-6.06,-55.25,285.38,0.7042,0.3307,0.3275,0.5363,-1.10,7.93,5.51,-1.25,0.69,-1.06,9.72,1,1.00,0.1632,-0.0229
-6.19,-55.25,285.38,0.7039,0.3305,0.3284,0.5361,-1.15,8.13,5.54,-0.75,1.38,0.19,9.91,1,1.00,0.1633,-0.0226
-6.12,-55.31,285.38,0.7039,0.3307,0.3282,0.5361,-0.85,8.13,5.51,0.88,-2.69,1.69,9.86,1,1.00,0.1633,-0.0228
-6.12,-55.25,285.38,0.7039,0.3306,0.3280,0.5363,-1.16,7.97,5.54,-0.81,0.81,-0.06,9.78,1,1.00,0.1633,-0.0227
-6.12,-55.25,285.38,0.7040,0.3307,0.3280,0.5361,-1.05,8.13,5.51,0.19,-1.25,1.94,9.88,1,1.00,0.1633,-0.0228
-6.25,-55.25,285.38,0.7040,0.3302,0.3287,0.5360,-1.35,8.21,5.53,-0.56,1.50,-1.88,9.99,1,1.00,0.1634,-0.0225
-6.19,-55.25,285.44,0.7042,0.3304,0.3286,0.5357,-0.83,8.25,5.42,1.31,-0.31,0.75,9.91,1,1.00,0.1634,-0.0227
-6.31,-55.25,285.44,0.7043,0.3296,0.3293,0.5356,-1.11,8.04,5.52,0.50,0.44,-1.50,9.82,1,1.00,0.1634,-0.0223
-6.44,-55.25,285.56,0.7047,0.3293,0.3298,0.5350,-1.21,8.07,5.57,-0.44,1.50,-2.38,9.88,1,1.00,0.1634,-0.0223
-6.44,-55.25,285.62,0.7049,0.3292,0.3300,0.5347,-0.83,8.14,5.44,0.62,0.19,0.62,9.83,1,1.00,0.1634,-0.0222
-6.44,-55.25,285.56,0.7047,0.3291,0.3301,0.5350,-1.03,8.05,5.51,-0.31,-1.81,1.56,9.81,1,1.00,0.1635,-0.0221
-6.44,-55.25,285.56,0.7046,0.3292,0.3298,0.5351,-1.06,8.05,5.54,0.00,0.38,0.69,9.83,1,1.00,0.1634,-0.0222
-6.44,-55.31,285.56,0.7044,0.3292,0.3306,0.5350,-1.18,8.19,5.51,1.19,1.88,-0.88,9.94,1,1.00,0.1636,-0.0220
-6.44,-55.38,285.50,0.7041,0.3297,0.3304,0.5351,-0.92,8.08,5.46,-0.31,-1.88,2.06,9.80,1,1.00,0.1636,-0.0221
-6.50,-55.38,285.44,0.7039,0.3292,0.3309,0.5354,-1.19,8.11,5.52,-0.75,1.50,-0.81,9.88,1,1.00,0.1637,-0.0218
-6.44,-55.31,285.44,0.7041,0.3293,0.3303,0.5355,-0.95,8.02,5.47,0.31,-0.25,0.06,9.75,1,1.00,0.1635,-0.0220
-6.44,-55.31,285.44,0.7039,0.3293,0.3304,0.5356,-1.23,8.07,5.52,-0.69,0.25,-0.50,9.85,1,1.00,0.1636,-0.0219
-6.38,-55.38,285.44,0.7037,0.3297,0.3304,0.5357,-1.05,8.17,5.52,0.12,0.38,1.69,9.92,1,1.00,0.1636,-0.0220
-6.31,-55.38,285.31,0.7034,0.3300,0.3300,0.5361,-1.10,8.18,5.44,-0.38,0.75,0.25,9.89,1,1.00,0.1636,-0.0221
-6.38,-55.38,285.31,0.7034,0.3294,0.3306,0.5362,-1.18,8.26,5.56,0.69,0.88,-1.00,10.03,1,1.00,0.1637,-0.0218
-6.31,-55.31,285.31,0.7037,0.3294,0.3299,0.5362,-1.24,7.87,5.57,-1.94,-1.50,-1.75,9.72,1,1.00,0.1635,-0.0220
-6.44,-55.38,285.44,0.7040,0.3294,0.3304,0.5354,-1.06,8.13,5.49,1.06,1.00,-0.06,9.87,1,1.00,0.1636,-0.0220
-6.44,-55.38,285.44,0.7040,0.3294,0.3304,0.5354,-1.14,8.34,5.48,-0.19,0.12,1.69,10.04,1,1.00,0.1636,-0.0220
-6.38,-55.38,285.38,0.7036,0.3297,0.3304,0.5358,-1.05,8.32,5.49,0.00,-0.12,0.62,10.02,1,1.00,0.1636,-0.0220
-6.31,-55.31,285.31,0.7035,0.3295,0.3301,0.5362,-1.09,8.23,5.52,0.00,0.56,-1.00,9.97,1,1.00,0.1636,-0.0219
-6.50,-55.31,285.44,0.7040,0.3286,0.3307,0.5357,-1.04,8.08,5.42,-1.06,0.25,-0.69,9.78,1,1.00,0.1636,-0.0217
-6.44,-55.31,285.38,0.7037,0.3289,0.3306,0.5360,-1.23,8.22,5.49,0.44,-1.25,1.19,9.96,1,1.00,0.1636,-0.0217
-6.38,-55.25,285.38,0.7037,0.3291,0.3299,0.5363,-1.06,8.13,5.47,-0.81,-0.06,0.25,9.86,1,1.00,0.1635,-0.0219
-6.31,-55.31,285.31,0.7036,0.3293,0.3300,0.5364,-1.22,8.05,5.48,1.38,-1.00,0.69,9.81,1,1.00,0.1635,-0.0219
-6.31,-55.31,285.31,0.7034,0.3297,0.3298,0.5364,-1.10,8.30,5.47,-1.19,1.44,-0.19,10.00,1,1.00,0.1635,-0.0220
-6.31,-55.31,285.31,0.7035,0.3296,0.3298,0.5364,-1.06,8.33,5.47,1.44,-0.75,-0.75,10.02,1,1.00,0.1635,-0.0220
-6.31,-55.31,285.31,0.7035,0.3295,0.3298,0.5364,-1.08,8.21,5.46,0.69,0.25,-0.56,9.92,1,1.00,0.1635,-0.0220
-6.38,-55.25,285.44,0.7041,0.3292,0.3295,0.5359,-0.97,8.07,5.40,-0.81,-0.19,-1.81,9.76,1,1.00,0.1634,-0.0221
-6.50,-55.31,285.50,0.7042,0.3287,0.3305,0.5355,-1.16,7.99,5.52,0.19,0.25,0.06,9.78,1,1.00,0.1635,-0.0218
-6.44,-55.25,285.50,0.7043,0.3289,0.3301,0.5356,-1.15,8.02,5.46,-0.75,0.62,1.44,9.77,1,1.00,0.1635,-0.0219
-6.44,-55.31,285.38,0.7039,0.3289,0.3304,0.5358,-1.16,8.18,5.49,0.38,0.06,0.06,9.92,1,1.00,0.1635,-0.0218
-6.44,-55.25,285.44,0.7042,0.3288,0.3300,0.5358,-0.99,8.10,5.53,-0.69,0.50,-0.50,9.86,1,1.00,0.1634,-0.0219
-6.44,-55.25,285.50,0.7043,0.3288,0.3303,0.5355,-1.24,8.18,5.49,0.75,-0.69,-1.06,9.93,1,1.00,0.1635,-0.0219
-6.50,-55.25,285.50,0.7043,0.3287,0.3304,0.5355,-1.06,8.17,5.49,0.25,1.69,-0.62,9.90,1,1.00,0.1635,-0.0218
-6.50,-55.25,285.50,0.7044,0.3283,0.3306,0.5354,-1.14,8.06,5.49,-0.06,-1.19,-0.06,9.82,1,1.00,0.1635,-0.0217
-6.50,-55.25,285.50,0.7043,0.3285,0.3304,0.5356,-1.16,8.05,5.48,-0.12,1.50,0.06,9.81,1,1.00,0.1635,-0.0217
-6.50,-55.25,285.50,0.7046,0.3284,0.3305,0.5352,-1.10,8.01,5.42,0.00,-3.12,0.50,9.73,1,1.00,0.1635,-0.0218
-6.56,-55.25,285.50,0.7043,0.3284,0.3309,0.5355,-1.28,8.15,5.53,-0.56,3.44,-1.56,9.93,1,1.00,0.1635,-0.0216
-6.69,-55.19,285.56,0.7051,0.3274,0.3313,0.5347,-0.86,8.15,5.39,0.19,1.06,-3.19,9.81,1,1.00,0.1635,-0.0215
-6.81,-55.25,285.69,0.7052,0.3271,0.3320,0.5343,-1.45,8.08,5.55,0.50,-0.12,-0.19,9.91,1,1.00,0.1636,-0.0213
-6.69,-55.25,285.69,0.7053,0.3276,0.3313,0.5344,-0.96,8.24,5.50,0.62,0.75,0.75,9.95,1,1.00,0.1635,-0.0216
-6.75,-55.25,285.62,0.7051,0.3275,0.3317,0.5345,-1.08,8.15,5.47,0.94,-1.81,2.00,9.87,1,1.00,0.1635,-0.0214
-6.69,-55.31,285.62,0.7048,0.3275,0.3318,0.5347,-1.17,8.16,5.50,-0.88,1.12,0.50,9.91,1,1.00,0.1636,-0.0213
-6.69,-55.25,285.62,0.7051,0.3275,0.3314,0.5346,-0.83,8.19,5.42,0.62,-0.88,0.50,9.86,1,1.00,0.1635,-0.0215
-6.75,-55.25,285.69,0.7053,0.3271,0.3318,0.5343,-1.22,8.04,5.45,0.31,-1.44,-0.38,9.79,1,1.00,0.1635,-0.0214
-6.75,-55.25,285.69,0.7051,0.3275,0.3317,0.5344,-1.23,8.19,5.50,-0.12,1.19,0.31,9.94,1,1.00,0.1636,-0.0215
-6.81,-55.19,285.69,0.7055,0.3267,0.3319,0.5342,-1.18,7.95,5.47,0.38,0.88,-1.75,9.72,1,1.00,0.1635,-0.0213
-6.81,-55.25,285.69,0.7052,0.3269,0.3320,0.5345,-1.30,8.14,5.46,-1.00,0.75,1.00,9.89,1,1.00,0.1635,-0.0212
-6.81,-55.19,285.69,0.7054,0.3270,0.3318,0.5342,-0.96,8.26,5.45,1.12,-1.44,0.44,9.94,1,1.00,0.1635,-0.0213
-6.81,-55.19,285.69,0.7053,0.3266,0.3321,0.5344,-1.42,8.13,5.54,-0.06,0.94,0.12,9.94,1,1.00,0.1635,-0.0211
-6.81,-55.19,285.75,0.7059,0.3266,0.3318,0.5338,-0.91,8.13,5.49,0.62,-0.88,-2.06,9.85,1,1.00,0.1634,-0.0214
-6.94,-55.19,285.81,0.7061,0.3259,0.3326,0.5335,-1.29,8.05,5.45,-0.25,1.12,-0.50,9.81,1,1.00,0.1635,-0.0211
-7.00,-55.25,285.81,0.7058,0.3264,0.3329,0.5333,-1.42,8.23,5.49,-0.31,0.25,0.12,9.99,1,1.00,0.1636,-0.0211
-6.88,-55.19,285.81,0.7059,0.3265,0.3322,0.5337,-1.09,8.07,5.45,0.12,-0.88,0.00,9.80,1,1.00,0.1635,-0.0213
-6.88,-55.19,285.75,0.7057,0.3266,0.3322,0.5339,-1.27,8.14,5.46,-0.50,-0.69,0.44,9.88,1,1.00,0.1635,-0.0212
-6.88,-55.19,285.75,0.7059,0.3265,0.3320,0.5338,-1.17,8.13,5.52,-1.56,0.31,-0.50,9.90,1,1.00,0.1635,-0.0213
-6.81,-55.12,285.75,0.7061,0.3264,0.3312,0.5341,-1.00,8.10,5.43,0.12,-1.38,1.88,9.80,1,1.00,0.1633,-0.0214
-6.75,-55.12,285.69,0.7057,0.3267,0.3312,0.5343,-1.29,8.07,5.57,0.12,-0.31,0.81,9.89,1,1.00,0.1633,-0.0215
-6.75,-55.12,285.69,0.7056,0.3268,0.3312,0.5344,-1.31,8.19,5.53,0.00,2.12,-0.12,9.97,1,1.00,0.1633,-0.0214
-6.75,-55.12,285.69,0.7057,0.3266,0.3311,0.5345,-1.18,8.04,5.49,0.00,-1.50,0.25,9.81,1,1.00,0.1633,-0.0214
-6.75,-55.12,285.62,0.7056,0.3267,0.3310,0.5347,-1.18,7.96,5.49,0.00,0.31,-0.12,9.74,1,1.00,0.1633,-0.0214
-6.75,-55.12,285.69,0.7056,0.3268,0.3308,0.5347,-0.95,8.10,5.43,0.62,0.25,0.94,9.80,1,1.00,0.1633,-0.0215
-6.75,-55.06,285.69,0.7058,0.3265,0.3307,0.5347,-1.22,8.10,5.51,-1.81,-0.88,-1.50,9.87,1,1.00,0.1632,-0.0214
-6.75,-55.06,285.75,0.7061,0.3264,0.3309,0.5343,-1.16,8.23,5.43,0.31,0.25,0.75,9.93,1,1.00,0.1632,-0.0215
-6.75,-55.12,285.69,0.7057,0.3265,0.3311,0.5345,-1.09,8.15,5.52,-0.62,0.38,0.44,9.90,1,1.00,0.1633,-0.0214
-6.69,-55.12,285.62,0.7054,0.3268,0.3306,0.5350,-1.05,7.89,5.41,0.50,-0.38,1.88,9.62,1,1.00,0.1632,-0.0215
-6.62,-55.12,285.62,0.7054,0.3269,0.3304,0.5352,-1.20,7.92,5.48,-1.62,0.31,-0.62,9.71,1,1.00,0.1632,-0.0215
-6.62,-55.06,285.62,0.7054,0.3268,0.3304,0.5352,-1.23,8.03,5.50,-0.19,0.25,-0.62,9.81,1,1.00,0.1632,-0.0215
-6.69,-55.12,285.62,0.7056,0.3269,0.3304,0.5349,-1.26,8.24,5.55,-0.31,-0.56,1.06,10.01,1,1.00,0.1632,-0.0216
-6.62,-55.06,285.62,0.7056,0.3269,0.3303,0.5349,-1.13,8.19,5.48,-0.50,0.25,-0.62,9.92,1,1.00,0.1632,-0.0216
-6.69,-55.12,285.62,0.7054,0.3268,0.3306,0.5350,-1.18,8.24,5.42,-0.69,0.56,-0.75,9.93,1,1.00,0.1632,-0.0215
-6.62,-55.06,285.62,0.7056,0.3268,0.3303,0.5351,-1.04,8.01,5.50,-1.62,-0.50,0.12,9.77,1,1.00,0.1632,-0.0215
-6.62,-55.06,285.62,0.7056,0.3270,0.3303,0.5350,-1.03,8.11,5.46,0.69,-1.75,2.06,9.83,1,1.00,0.1632,-0.0216
-6.62,-55.06,285.62,0.7054,0.3272,0.3301,0.5351,-1.05,7.95,5.54,0.44,0.62,-0.38,9.75,1,1.00,0.1632,-0.0217
-6.62,-55.12,285.62,0.7053,0.3273,0.3303,0.5351,-1.10,8.14,5.52,-0.31,-1.44,-0.25,9.90,1,1.00,0.1632,-0.0216
-6.81,-55.19,285.75,0.7059,0.3268,0.3314,0.5339,-1.18,8.26,5.48,0.62,1.25,-1.94,9.98,1,1.00,0.1634,-0.0215
-6.81,-55.19,285.75,0.7060,0.3268,0.3312,0.5339,-1.10,8.12,5.53,-1.06,-0.56,0.25,9.89,1,1.00,0.1633,-0.0216
-6.81,-55.19,285.75,0.7059,0.3267,0.3315,0.5339,-1.32,8.08,5.52,-0.56,0.56,-0.50,9.87,1,1.00,0.1634,-0.0214
-6.81,-55.19,285.75,0.7057,0.3267,0.3316,0.5341,-1.19,8.05,5.46,0.25,0.69,0.31,9.80,1,1.00,0.1634,-0.0214
-6.88,-55.19,285.75,0.7059,0.3264,0.3321,0.5338,-1.31,7.96,5.46,-0.62,-0.12,-1.31,9.74,1,1.00,0.1635,-0.0212
-6.94,-55.19,285.81,0.7059,0.3264,0.3324,0.5335,-1.18,8.09,5.52,-0.50,1.38,0.19,9.86,1,1.00,0.1635,-0.0212
-6.94,-55.19,285.81,0.7058,0.3262,0.3324,0.5338,-1.14,8.10,5.49,0.19,-0.75,0.81,9.85,1,1.00,0.1635,-0.0211
-6.94,-55.12,285.75,0.7059,0.3257,0.3322,0.5341,-1.55,8.22,5.55,-2.88,0.81,-1.25,10.04,1,1.00,0.1634,-0.0210
-6.69,-54.94,285.69,0.7064,0.3259,0.3298,0.5349,-0.96,7.99,5.52,-0.81,-1.88,0.56,9.76,1,1.00,0.1629,-0.0215
-6.69,-54.94,285.69,0.7062,0.3260,0.3298,0.5351,-1.38,7.94,5.58,-0.06,-0.12,0.19,9.80,1,1.00,0.1629,-0.0215
-6.69,-54.94,285.69,0.7062,0.3263,0.3297,0.5349,-0.95,8.10,5.50,0.62,-0.12,0.25,9.84,1,1.00,0.1629,-0.0216
-6.69,-55.00,285.69,0.7059,0.3264,0.3301,0.5350,-1.26,8.04,5.54,-0.75,-0.56,0.12,9.84,1,1.00,0.1631,-0.0215
-6.75,-55.00,285.81,0.7066,0.3261,0.3301,0.5342,-1.08,8.17,5.56,1.25,1.75,-4.19,9.94,1,1.00,0.1630,-0.0216
-6.94,-55.06,285.88,0.7067,0.3256,0.3314,0.5336,-1.14,8.02,5.50,0.12,-0.19,0.69,9.79,1,1.00,0.1632,-0.0213
-6.94,-55.06,285.81,0.7065,0.3256,0.3317,0.5338,-1.13,8.03,5.56,0.50,-0.06,0.38,9.83,1,1.00,0.1632,-0.0212
-6.88,-55.06,285.75,0.7061,0.3258,0.3316,0.5341,-1.14,8.20,5.55,0.25,1.25,-0.25,9.97,1,1.00,0.1633,-0.0212
-6.88,-55.06,285.75,0.7061,0.3259,0.3315,0.5341,-1.23,8.04,5.50,-0.38,-1.00,-0.50,9.82,1,1.00,0.1633,-0.0212
-6.88,-55.12,285.75,0.7061,0.3257,0.3319,0.5341,-1.33,8.02,5.51,-0.38,1.62,-1.06,9.82,1,1.00,0.1633,-0.0211
-6.81,-55.12,285.75,0.7059,0.3262,0.3316,0.5341,-1.06,8.11,5.51,0.94,-0.94,1.94,9.86,1,1.00,0.1633,-0.0213
-6.94,-55.12,285.75,0.7058,0.3257,0.3323,0.5341,-1.41,8.13,5.58,-0.38,0.56,-0.88,9.96,1,1.00,0.1634,-0.0210
-6.88,-55.12,285.75,0.7058,0.3260,0.3316,0.5344,-1.13,8.16,5.46,-0.25,0.19,0.94,9.88,1,1.00,0.1633,-0.0212
-6.88,-55.06,285.75,0.7061,0.3255,0.3318,0.5342,-1.30,8.08,5.53,-0.38,0.12,-1.69,9.88,1,1.00,0.1633,-0.0210
-6.88,-55.12,285.75,0.7057,0.3261,0.3319,0.5342,-1.02,8.10,5.49,2.38,0.94,0.69,9.84,1,1.00,0.1634,-0.0211
-6.94,-55.25,285.69,0.7053,0.3261,0.3331,0.5342,-1.38,8.21,5.49,0.69,0.62,1.00,9.97,1,1.00,0.1636,-0.0208
-6.88,-55.25,285.62,0.7048,0.3263,0.3330,0.5346,-1.27,8.18,5.49,-0.50,1.38,-1.25,9.93,1,1.00,0.1637,-0.0208
-7.00,-55.19,285.75,0.7057,0.3253,0.3331,0.5340,-1.30,8.00,5.50,-1.38,0.31,-1.50,9.79,1,1.00,0.1635,-0.0207
-7.00,-55.12,285.81,0.7060,0.3255,0.3329,0.5337,-1.22,8.09,5.51,1.56,-0.38,0.75,9.86,1,1.00,0.1635,-0.0209
-7.00,-55.25,285.75,0.7057,0.3258,0.3333,0.5336,-1.13,8.10,5.52,0.75,0.75,0.38,9.87,1,1.00,0.1636,-0.0208
-7.12,-55.25,285.75,0.7056,0.3253,0.3342,0.5336,-1.35,8.12,5.47,0.69,2.44,-2.06,9.88,1,1.00,0.1638,-0.0205
-7.12,-55.25,285.75,0.7056,0.3252,0.3340,0.5338,-1.32,8.14,5.44,-2.00,-1.94,1.19,9.88,1,1.00,0.1637,-0.0205
-7.06,-55.19,285.75,0.7058,0.3251,0.3337,0.5337,-1.15,8.14,5.47,-0.31,1.69,-1.94,9.87,1,1.00,0.1636,-0.0205
-7.25,-55.25,285.94,0.7064,0.3251,0.3350,0.5321,-0.88,8.57,5.43,5.19,-0.44,-5.06,10.18,1,1.00,0.1638,-0.0206
-7.31,-55.31,285.94,0.7062,0.3250,0.3350,0.5325,-1.34,7.77,5.45,-1.00,-0.06,2.50,9.58,1,1.00,0.1638,-0.0205
-7.25,-55.31,285.88,0.7058,0.3251,0.3351,0.5327,-1.25,8.07,5.46,-0.44,1.75,1.38,9.82,1,1.00,0.1639,-0.0204
-7.31,-55.38,285.88,0.7056,0.3250,0.3358,0.5328,-1.20,8.22,5.43,0.25,-0.38,0.00,9.92,1,1.00,0.1640,-0.0201
-7.25,-55.31,285.88,0.7056,0.3248,0.3354,0.5330,-1.23,8.09,5.48,-0.25,1.06,-0.56,9.85,1,1.00,0.1639,-0.0202
-7.25,-55.31,285.88,0.7057,0.3250,0.3350,0.5330,-1.26,8.07,5.49,0.25,-2.12,-0.25,9.84,1,1.00,0.1639,-0.0203
-7.38,-55.31,286.00,0.7064,0.3245,0.3356,0.5321,-1.36,8.06,5.44,-0.38,1.88,-2.31,9.82,1,1.00,0.1639,-0.0203
-7.38,-55.31,285.94,0.7061,0.3243,0.3361,0.5323,-1.42,8.01,5.54,-0.06,-0.44,1.50,9.84,1,1.00,0.1640,-0.0200
-7.31,-55.38,285.88,0.7057,0.3250,0.3358,0.5326,-1.16,8.09,5.53,0.25,-0.38,1.69,9.87,1,1.00,0.1640,-0.0202
-7.31,-55.38,285.88,0.7056,0.3250,0.3357,0.5328,-1.31,8.17,5.49,-1.25,0.44,-0.44,9.93,1,1.00,0.1640,-0.0202
-7.31,-55.31,285.88,0.7059,0.3247,0.3356,0.5326,-1.38,8.12,5.54,-0.19,-0.75,-0.81,9.93,1,1.00,0.1639,-0.0202
-7.31,-55.31,285.94,0.7060,0.3250,0.3355,0.5323,-1.19,8.15,5.42,1.38,0.12,-0.88,9.86,1,1.00,0.1639,-0.0203
-7.31,-55.38,285.94,0.7058,0.3251,0.3359,0.5322,-1.29,8.01,5.48,0.06,-0.25,0.50,9.79,1,1.00,0.1641,-0.0203
-7.38,-55.44,285.94,0.7059,0.3253,0.3361,0.5320,-1.23,8.17,5.49,0.25,0.69,0.69,9.92,1,1.00,0.1641,-0.0203
-7.38,-55.38,285.94,0.7059,0.3252,0.3360,0.5320,-1.28,8.15,5.43,-0.75,-2.00,0.62,9.88,1,1.00,0.1641,-0.0203
-7.31,-55.38,286.00,0.7060,0.3255,0.3358,0.5319,-1.12,8.17,5.48,-0.38,1.19,0.25,9.90,1,1.00,0.1641,-0.0205
-7.31,-55.31,285.94,0.7062,0.3248,0.3356,0.5322,-1.35,7.94,5.46,-1.06,-1.31,0.19,9.73,1,1.00,0.1640,-0.0203
-7.31,-55.38,286.00,0.7062,0.3254,0.3356,0.5317,-1.29,8.18,5.49,1.31,2.62,-3.50,9.94,1,1.00,0.1640,-0.0206
-7.50,-55.44,286.12,0.7064,0.3246,0.3369,0.5311,-1.41,7.96,5.51,-1.56,0.00,0.19,9.78,1,1.00,0.1641,-0.0202
-7.50,-55.44,286.06,0.7062,0.3248,0.3369,0.5312,-1.28,8.12,5.49,0.81,1.31,0.81,9.88,1,1.00,0.1642,-0.0202
-7.44,-55.50,286.00,0.7057,0.3254,0.3370,0.5314,-1.41,8.23,5.45,0.44,-1.19,0.69,9.97,1,1.00,0.1643,-0.0202
-7.38,-55.44,286.00,0.7059,0.3255,0.3364,0.5315,-1.18,8.02,5.47,-0.69,-0.50,0.44,9.78,1,1.00,0.1642,-0.0204
-7.44,-55.50,286.06,0.7062,0.3256,0.3365,0.5311,-1.38,8.11,5.46,0.25,-2.00,0.25,9.87,1,1.00,0.1642,-0.0205
-7.44,-55.50,286.06,0.7060,0.3255,0.3369,0.5311,-1.52,8.25,5.51,-0.25,3.31,-2.88,10.04,1,1.00,0.1643,-0.0204
-7.44,-55.50,286.06,0.7059,0.3255,0.3370,0.5312,-1.31,8.08,5.49,1.00,0.25,0.00,9.86,1,1.00,0.1643,-0.0203
-7.50,-55.62,286.00,0.7053,0.3255,0.3381,0.5313,-1.39,8.16,5.49,2.06,1.94,-0.69,9.93,1,1.00,0.1646,-0.0200
-7.50,-55.69,285.94,0.7048,0.3262,0.3384,0.5314,-1.36,8.19,5.46,-0.81,-1.00,1.56,9.94,1,1.00,0.1647,-0.0200
-7.44,-55.62,285.94,0.7053,0.3256,0.3376,0.5316,-1.33,8.09,5.49,-2.62,-0.12,-0.88,9.87,1,1.00,0.1645,-0.0201
-7.44,-55.56,286.00,0.7058,0.3256,0.3371,0.5312,-1.28,8.20,5.50,-0.44,-0.88,-1.06,9.96,1,1.00,0.1643,-0.0203
-7.44,-55.44,286.12,0.7066,0.3253,0.3365,0.5307,-1.07,7.96,5.42,-0.50,-1.31,-0.69,9.69,1,1.00,0.1642,-0.0205
-7.69,-55.56,286.25,0.7067,0.3251,0.3383,0.5296,-1.42,8.13,5.48,2.50,2.81,-1.75,9.91,1,1.00,0.1645,-0.0202
-7.69,-55.69,286.19,0.7060,0.3251,0.3396,0.5297,-1.38,8.27,5.54,0.06,2.69,0.50,10.05,1,1.00,0.1648,-0.0198
-7.62,-55.62,286.00,0.7051,0.3249,0.3391,0.5313,-1.54,7.88,5.33,-2.44,-0.31,4.44,9.64,1,1.00,0.1647,-0.0196
-7.62,-55.56,286.00,0.7055,0.3246,0.3388,0.5312,-1.51,8.24,5.46,-1.75,-1.50,-0.75,10.00,1,1.00,0.1646,-0.0196
-7.62,-55.56,286.06,0.7058,0.3245,0.3387,0.5309,-1.21,8.19,5.59,0.44,1.75,-1.62,9.99,1,1.00,0.1645,-0.0197
-7.69,-55.56,286.06,0.7059,0.3245,0.3387,0.5308,-1.21,8.08,5.38,1.88,-2.00,2.00,9.78,1,1.00,0.1645,-0.0197
-7.62,-55.69,286.00,0.7051,0.3250,0.3393,0.5311,-1.36,8.22,5.46,0.25,2.56,-0.62,9.96,1,1.00,0.1647,-0.0196
-7.62,-55.62,286.00,0.7053,0.3245,0.3392,0.5312,-1.15,8.03,5.41,0.00,0.00,1.31,9.75,1,1.00,0.1647,-0.0195
-7.69,-55.69,285.94,0.7049,0.3246,0.3398,0.5313,-1.50,8.07,5.50,0.06,0.00,0.69,9.88,1,1.00,0.1648,-0.0193
-7.62,-55.69,286.00,0.7051,0.3251,0.3391,0.5312,-1.17,8.19,5.44,-0.44,-0.69,0.44,9.90,1,1.00,0.1647,-0.0197
-7.62,-55.69,285.94,0.7048,0.3249,0.3395,0.5314,-1.33,8.13,5.48,0.25,0.94,0.75,9.89,1,1.00,0.1648,-0.0194
-7.62,-55.69,285.88,0.7045,0.3251,0.3396,0.5317,-1.22,8.11,5.42,-0.56,0.00,-0.12,9.83,1,1.00,0.1648,-0.0194
-7.62,-55.69,285.94,0.7048,0.3248,0.3395,0.5316,-1.27,7.99,5.50,-1.19,0.25,-1.25,9.78,1,1.00,0.1648,-0.0194
-7.75,-55.69,286.00,0.7051,0.3245,0.3401,0.5309,-1.33,7.92,5.33,0.12,0.06,-1.31,9.64,1,1.00,0.1648,-0.0193
-7.75,-55.69,286.00,0.7049,0.3245,0.3402,0.5311,-1.36,8.15,5.49,-0.62,0.69,0.56,9.92,1,1.00,0.1648,-0.0192
-7.69,-55.75,285.94,0.7045,0.3250,0.3403,0.5312,-1.17,8.31,5.45,1.50,0.81,0.31,10.01,1,1.00,0.1650,-0.0193
-7.75,-55.69,285.94,0.7046,0.3241,0.3407,0.5315,-1.45,8.12,5.50,-1.25,1.31,-1.06,9.91,1,1.00,0.1649,-0.0189
-7.75,-55.69,285.94,0.7049,0.3240,0.3403,0.5312,-1.25,8.15,5.44,0.06,-0.50,-0.19,9.88,1,1.00,0.1648,-0.0190
-7.75,-55.69,285.94,0.7047,0.3243,0.3404,0.5314,-1.44,8.25,5.45,0.06,0.44,0.00,9.99,1,1.00,0.1649,-0.0190
-7.75,-55.69,285.94,0.7048,0.3242,0.3405,0.5313,-1.17,8.02,5.42,0.31,0.81,-0.12,9.75,1,1.00,0.1649,-0.0190
-7.75,-55.69,285.94,0.7047,0.3242,0.3405,0.5315,-1.34,8.08,5.46,-0.19,-0.75,0.56,9.84,1,1.00,0.1649,-0.0190
-7.75,-55.69,285.94,0.7048,0.3240,0.3406,0.5312,-1.20,8.08,5.44,-0.12,0.38,0.62,9.81,1,1.00,0.1649,-0.0190
